occ2,occ.code,occ.title,"Digital Score, 2002","Digital Score, 2016",ScoreChange,Education Requirement,Digital Skill level_2002,Digital Skill level_2016,high02,medium02,low02,high16,medium16,low16,tot_emp2002,tot_emp2010,tot_emp16,a_mean02,a_mean10,a_mean16,a_median02,a_median10,a_median16
43,43_3051,Payroll and Timekeeping Clerks,31.89854683,55.8940789,23.99553207,Secondary or below,2,1,0,0,1,0,1,0,191500,180280,159650,30150,37070,43580,29000,36330,42390
43,43_3061,Procurement Clerks,29.75208403,61.19987931,31.44779529,Some College,3,1,0,0,1,1,0,0,73570,73650,72120,30380,37150,41980,29600,36790,41410
43,43_3071,Tellers,46.91349044,59.41338161,12.49989117,Secondary or below,2,2,0,1,0,0,1,0,526750,556310,496760,20750,24980,28060,20400,24100,27260
43,43_4011,Brokerage Clerks,44.85790843,58.58227603,13.72436761,Bachelor Degree,2,2,0,1,0,0,1,0,75480,57600,59820,35540,42640,52380,33210,40160,49200
43,43_4021,Correspondence Clerks,35.8964668,56.77426451,20.87779771,Secondary or below,2,2,0,1,0,0,1,0,32160,9470,6780,27060,34440,37660,25960,33410,36370
43,43_4031,"Court, Municipal, and License Clerks",26.00109476,57.43584114,31.43474638,Secondary or below,2,1,0,0,1,0,1,0,99010,123510,128620,29210,36170,39160,27300,34390,36670
43,43_4051,Customer Service Representatives,24.96959726,60.56759303,35.59799577,Some College,3,1,0,0,1,1,0,0,1854750,2146120,2707040,28240,32780,35170,26240,30460,32300
43,43_4061,"Eligibility Interviewers, Government Programs",24.71309499,54.04665248,29.33355748,Secondary or below,2,1,0,0,1,0,1,0,89400,118920,135940,32440,40900,43550,31010,39960,43350
43,43_4071,File Clerks,33.22714739,58.98560393,25.75845653,Secondary or below,2,2,0,1,0,0,1,0,258680,174910,130950,21190,26800,31260,20020,25090,29090
43,43_4081,"Hotel, Motel, and Resort Desk Clerks",41.2545935,55.73950343,14.48490992,Secondary or below,2,2,0,1,0,0,1,0,176140,222540,248440,18110,21430,23530,17370,19930,22070
43,43_4111,"Interviewers, Except Eligibility and Loan",41.92198554,45.81415714,3.892171605,Secondary or below,2,2,0,1,0,0,1,0,190390,204730,186030,23020,30120,33640,21690,28820,32150
43,43_4121,"Library Assistants, Clerical",39.21836878,64.79624896,25.57788019,Secondary or below,3,2,0,1,0,1,0,0,113760,110210,98560,20880,25120,27450,19450,23120,25220
43,43_4141,New Accounts Clerks,51.8076562,63.87820186,12.07054565,Secondary or below,3,2,0,1,0,1,0,0,97770,67170,41630,26620,31540,36480,25200,30440,34990
43,43_4151,Order Clerks,33.13189638,63.66588403,30.53398765,Secondary or below,3,2,0,1,0,1,0,0,327120,211370,176850,26350,30320,35160,24810,28710,33370
43,43_4161,"Human Resources Assistants, Except Payroll and Timekeeping",46.97805367,61.12119593,14.14314226,Some College,3,2,0,1,0,1,0,0,167480,150090,137150,31530,37900,40100,30410,36800,39020
43,43_4171,Receptionists and Information Clerks,55.41942767,59.52714211,4.10771444,Secondary or below,2,2,0,1,0,0,1,0,1063020,997080,997770,21970,26260,29120,21150,25240,27920
43,43_4181,Reservation and Transportation Ticket Agents and Travel Clerks,39.55688851,68.46528175,28.90839324,Secondary or below,3,2,0,1,0,1,0,0,174170,121250,146350,28670,32640,38050,25350,31740,35230
43,43_5011,Cargo and Freight Agents,24.63856351,58.71335981,34.0747963,Secondary or below,2,1,0,0,1,0,1,0,59440,81390,88920,33350,39020,44250,31410,37150,41920
43,43_5021,Couriers and Messengers,9.819805061,22.57236596,12.7525609,Secondary or below,1,1,0,0,1,0,0,1,120900,85620,74120,20720,26100,29920,19390,24080,28170
43,43_5031,"Police, Fire, and Ambulance Dispatchers",50.83820667,67.2074414,16.36923472,Secondary or below,3,2,0,1,0,1,0,0,89280,97740,95170,28900,36900,41070,27660,35370,38870
43,43_5032,"Dispatchers, Except Police, Fire, and Ambulance",25.26143035,62.88768489,37.62625454,Secondary or below,3,1,0,0,1,1,0,0,168380,180540,197910,32660,37430,41190,30280,34560,37940
43,43_5041,"Meter Readers, Utilities",16.4055661,47.74059897,31.33503288,Secondary or below,2,1,0,0,1,0,1,0,52510,40160,34070,30660,36800,41890,28830,34820,38940
43,43_5051,Postal Service Clerks,28.22875656,52.45331549,24.22455894,Secondary or below,2,1,0,0,1,0,1,0,79760,67320,82030,38930,52520,48360,39700,53100,56790
43,43_5052,Postal Service Mail Carriers,6.116032646,21.81065481,15.69462216,Secondary or below,1,1,0,0,1,0,0,1,347420,324990,328950,39110,50250,50610,39530,53860,58110
43,43_5061,"Production, Planning, and Expediting Clerks",35.61241374,57.31140668,21.69899294,Secondary or below,2,2,0,1,0,0,1,0,279640,266170,321780,35080,44070,49050,33650,42220,46760
43,43_5071,"Shipping, Receiving, and Traffic Clerks",21.99361954,51.79523486,29.80161532,Secondary or below,2,1,0,0,1,0,1,0,792470,687850,676990,24990,30070,33150,23420,28370,31180
43,43_5081,Stock Clerks and Order Fillers,21.27488799,36.37342771,15.09853971,Secondary or below,2,1,0,0,1,0,1,0,1608230,1795970,2016340,21240,23790,26670,19270,21290,23840
43,43_6011,Executive Secretaries and Executive Administrative Assistants,44.65278036,58.77825129,14.12547093,Some College,2,2,0,1,0,0,1,0,1407950,1132070,631610,35050,45860,57910,33410,43520,55860
43,43_6012,Legal Secretaries,54.11204096,67.33979739,13.22775642,Secondary or below,3,2,0,1,0,1,0,0,259010,228700,191200,36580,43270,47900,35020,41500,44180
43,43_6013,Medical Secretaries,61.07352908,62.76625333,1.692724244,Some College,3,3,1,0,0,1,0,0,336200,494650,556820,26690,31820,35060,25430,30530,33730
43,43_6014,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",54.65884931,61.93257714,7.273727826,Secondary or below,3,2,0,1,0,1,0,0,1796480,1841020,2295510,26390,32000,36140,25290,30830,34820
43,43_9011,Computer Operators,76.85359399,79.20041708,2.346823081,Some College,3,3,1,0,0,1,0,0,172640,82410,46810,31640,38340,43880,29650,36930,42270
43,43_9031,Desktop Publishers,73.02486017,74.33416854,1.309308374,Some College,3,3,1,0,0,1,0,0,34280,20060,13090,33730,39060,44380,31620,36610,41090
43,43_9041,Insurance Claims and Policy Processing Clerks,34.59669158,57.30671273,22.71002115,Secondary or below,2,2,0,1,0,0,1,0,252590,231570,274350,31090,36390,40780,28870,34760,38430
43,43_9051,"Mail Clerks and Mail Machine Operators, Except Postal Service",12.54445253,37.90829383,25.3638413,Secondary or below,2,1,0,0,1,0,1,0,161850,119960,91530,22130,27530,30580,21190,26090,29160
43,43_9061,"Office Clerks, General",53.15399121,54.6618736,1.507882395,Secondary or below,2,2,0,1,0,0,1,0,2857300,2789590,2955550,23540,28240,33010,22280,26610,30580
43,43_9081,Proofreaders and Copy Markers,27.20581982,50.96088836,23.75506854,Bachelor Degree,2,1,0,0,1,0,1,0,25310,12770,11430,26240,33550,39640,24280,31360,36960
43,43_9111,Statistical Assistants,63.4067908,74.17214472,10.76535392,Bachelor Degree,3,3,1,0,0,1,0,0,22330,15490,10900,31190,37090,48300,29470,34530,46850
45,45_1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",10.7717541,35.12764978,24.35589568,Secondary or below,2,1,0,0,1,0,1,0,20910,19540,19550,36970,45040,48820,34170,41800,45320
45,45_2011,Agricultural Inspectors,18.66025404,53.76827527,35.10802123,Secondary or below,2,1,0,0,1,0,1,0,13760,13560,14710,31380,42340,44260,28620,41670,42800
45,45_2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",1.535298947,15.59187434,14.05657539,Secondary or below,1,1,0,0,1,0,0,1,218020,228600,273450,16340,20040,23820,15070,18690,22000
45,45_4011,Forest and Conservation Workers,0,55.76936203,55.76936203,Bachelor Degree,2,1,0,0,1,0,1,0,9140,7040,7170,22730,27740,31200,18960,23900,26940
47,47_1011,First-Line Supervisors of Construction Trades and Extraction Workers,8.260431022,55.11653053,46.85609951,Secondary or below,2,1,0,0,1,0,1,0,508620,474510,538220,50960,62260,68040,47670,58680,62980
47,47_2011,Boilermakers,3.838247368,27.17419706,23.33594969,Secondary or below,1,1,0,0,1,0,0,1,24560,19030,16660,42550,55750,62200,41960,54640,62060
47,47_2021,Brickmasons and Blockmasons,0,15.08495831,15.08495831,Secondary or below,1,1,0,0,1,0,0,1,109900,68520,64370,42600,50110,53440,41840,46930,49250
47,47_2031,Carpenters,0,23.73577827,23.73577827,Secondary or below,1,1,0,0,1,0,0,1,856750,620410,676980,36840,43890,48340,34190,39530,43600
47,47_2041,Carpet Installers,0,11.86901527,11.86901527,Secondary or below,1,1,0,0,1,0,0,1,38320,25580,25660,34920,40320,44310,32590,36090,38280
47,47_2044,Tile and Marble Setters,0,9.777322543,9.777322543,Secondary or below,1,1,0,0,1,0,0,1,33550,31670,36830,37740,41830,44770,35770,38110,40460
47,47_2051,Cement Masons and Concrete Finishers,5.444508947,17.29324742,11.84873848,Secondary or below,1,1,0,0,1,0,0,1,177930,140950,173920,33800,39290,43720,30660,35450,39180
47,47_2053,Terrazzo Workers and Finishers,5.444508947,10.07990662,4.635397672,Secondary or below,1,1,0,0,1,0,0,1,6130,3640,3420,30830,41530,45990,27910,38720,40930
47,47_2061,Construction Laborers,1.889822365,17.16231624,15.27249388,Secondary or below,1,1,0,0,1,0,0,1,830860,777700,912100,28570,33590,37890,24740,29280,33430
47,47_2071,"Paving, Surfacing, and Tamping Equipment Operators",1.889822365,21.8287062,19.93888384,Secondary or below,1,1,0,0,1,0,0,1,58760,51830,51880,32490,38020,43800,28860,34150,38970
47,47_2073,Operating Engineers and Other Construction Equipment Operators,3.043582241,26.05752094,23.0139387,Secondary or below,1,1,0,0,1,0,0,1,343710,334730,356750,38320,44830,50560,35240,40400,45890
47,47_2081,Drywall and Ceiling Tile Installers,0.755928946,14.06990072,13.31397177,Secondary or below,1,1,0,0,1,0,0,1,111600,82320,93180,36350,41570,47400,33710,37320,41090
47,47_2082,Tapers,0,2.344423243,2.344423243,Secondary or below,1,1,0,0,1,0,0,1,33320,17690,18480,40550,48560,53790,39000,45490,48990
47,47_2111,Electricians,42.5524886,37.028419,-5.5240696,Secondary or below,2,2,0,1,0,0,1,0,593010,514760,607120,43910,51810,56650,41390,48250,52720
47,47_2121,Glaziers,0,16.99556893,16.99556893,Secondary or below,1,1,0,0,1,0,0,1,46950,40880,47140,34660,40540,47260,31620,36640,41920
47,47_2131,"Insulation Workers, Floor, Ceiling, and Wall",0,14.39940881,14.39940881,Secondary or below,1,1,0,0,1,0,0,1,26886.2075,14601.90241,29500,32500,36120,39490,28930,31830,35660
47,47_2141,"Painters, Construction and Maintenance",0,29.94198966,29.94198966,Secondary or below,1,1,0,0,1,0,0,1,257140,189840,217280,31620,37610,41510,29070,34280,37570
47,47_2151,Pipelayers,0,19.39177053,19.39177053,Secondary or below,1,1,0,0,1,0,0,1,52380,45320,39620,31740,38230,42860,28500,34800,38410
47,47_2152,"Plumbers, Pipefitters, and Steamfitters",0,12.86394836,12.86394836,Secondary or below,1,1,0,0,1,0,0,1,438560,358790,411870,42630,50360,56030,40170,46660,51450
47,47_2161,Plasterers and Stucco Masons,0,20.03784825,20.03784825,Secondary or below,1,1,0,0,1,0,0,1,54290,26430,22810,35500,41080,44070,33100,37210,38890
47,47_2171,Reinforcing Iron and Rebar Workers,0,17.32871508,17.32871508,Secondary or below,1,1,0,0,1,0,0,1,29540,19590,20020,40640,44690,53600,36740,38430,47600
47,47_2181,Roofers,0,22.07329724,22.07329724,Secondary or below,1,1,0,0,1,0,0,1,117140,99280,116410,33020,37880,42080,30180,34220,37760
47,47_2211,Sheet Metal Workers,43.85368098,26.56524843,-17.28843255,Secondary or below,1,2,0,1,0,0,0,1,197110,131600,134450,37620,45710,51080,34560,41710,46940
47,47_2221,Structural Iron and Steel Workers,5.428101483,8.564845634,3.13674415,Secondary or below,1,1,0,0,1,0,0,1,74700,58460,69440,42360,48710,56040,40660,44540,51800
47,47_3011,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",0,8.913159323,8.913159323,Secondary or below,1,1,0,0,1,0,0,1,60740,31160,23950,27170,30470,33610,24390,27780,30570
47,47_3012,Helpers--Carpenters,2.171240593,19.66338324,17.49214264,Secondary or below,1,1,0,0,1,0,0,1,97900,46910,35890,22670,26890,30200,21510,25760,28810
47,47_3013,Helpers--Electricians,24.27520781,13.09167567,-11.18353215,Secondary or below,1,1,0,0,1,0,0,1,97690,72390,71890,24540,28300,30980,23090,27220,29530
47,47_3015,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",0,21.83870821,21.83870821,Secondary or below,1,1,0,0,1,0,0,1,78570,57660,54080,23510,27950,30640,22230,26740,29030
47,47_4011,Construction and Building Inspectors,16.93469573,48.6325504,31.69785467,Some College,2,1,0,0,1,0,1,0,75190,89270,94960,43070,54320,61250,41620,52360,58480
47,47_4041,Hazardous Materials Removal Workers,4.960420259,33.30306108,28.34264082,Secondary or below,2,1,0,0,1,0,1,0,37350,36910,44280,35610,40800,45500,32460,37600,40640
47,47_4051,Highway Maintenance Workers,3.77964473,31.78986371,28.01021898,Secondary or below,1,1,0,0,1,0,0,1,146290,142530,143320,29250,35830,39540,28390,34780,38130
47,47_4061,Rail-Track Laying and Maintenance Equipment Operators,4.724555913,24.68215512,19.95759921,Secondary or below,1,1,0,0,1,0,0,1,10450,15520,14250,34840,46230,52810,35160,45970,53970
47,47_5013,"Service Unit Operators, Oil, Gas, and Mining",4.945235803,34.83440841,29.88917261,Secondary or below,2,1,0,0,1,0,1,0,12310,36620,42890,31480,42810,53520,28670,38920,48610
47,47_5041,Continuous Mining Machine Operators,3.838247368,21.01912982,17.18088245,Secondary or below,1,1,0,0,1,0,0,1,8100,13060,12030,35490,48300,52650,34850,48750,51840
47,47_5071,"Roustabouts, Oil and Gas",0,14.60336227,14.60336227,Secondary or below,1,1,0,0,1,0,0,1,31960,48880,51290,24160,34020,40480,22280,31770,37340
49,49_1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",15.96803469,59.60129353,43.63325884,Secondary or below,2,1,0,0,1,0,1,0,433640,415900,453330,50030,61350,66730,47580,59150,63540
49,49_2011,"Computer, Automated Teller, and Office Machine Repairers",59.20075229,72.45247316,13.25172087,Some College,3,2,0,1,0,1,0,0,135380,110320,102170,34810,39080,39410,33250,37280,37100
49,49_2021,"Radio, Cellular, and Tower Equipment Installers and Repairers",37.33011169,70.0063518,32.67624011,Some College,3,2,0,1,0,1,0,0,6960,9590,14120,38210,42090,53620,36230,39740,52480
49,49_2091,Avionics Technicians,48.93421427,73.67593743,24.74172316,Secondary or below,3,2,0,1,0,1,0,0,21710,18320,17330,42410,52050,61390,42030,52320,60760
49,49_2094,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",58.13498429,72.53370596,14.39872167,Secondary or below,3,2,0,1,0,1,0,0,82320,67550,67390,40760,52120,56990,41110,51820,56250
49,49_2096,"Electronic Equipment Installers and Repairers, Motor Vehicles",35.62279126,66.77802688,31.15523562,Secondary or below,3,2,0,1,0,1,0,0,15200,15630,11750,27600,30460,34200,26010,28450,32220
49,49_3011,Aircraft Mechanics and Service Technicians,14.06107894,53.45608182,39.39500289,Secondary or below,2,1,0,0,1,0,1,0,125850,117510,128570,43620,53280,61190,43070,53420,60170
49,49_3021,Automotive Body and Related Repairers,13.51017478,37.89210457,24.38192979,Secondary or below,2,1,0,0,1,0,1,0,175370,129730,143940,35200,41270,45180,32680,38130,41540
49,49_3022,Automotive Glass Installers and Repairers,2.171240593,27.31421316,25.14297257,Secondary or below,1,1,0,0,1,0,0,1,19710,14020,18610,28050,34120,36140,26890,33160,34340
49,49_3023,Automotive Service Technicians and Mechanics,38.59786635,55.20807796,16.61021161,Secondary or below,2,2,0,1,0,0,1,0,687380,587510,647380,32830,38200,41400,30590,35790,38470
49,49_3031,Bus and Truck Mechanics and Diesel Engine Specialists,17.17850602,47.58062357,30.40211755,Secondary or below,2,1,0,0,1,0,1,0,254470,222770,254280,35380,42250,46710,34380,40850,45170
49,49_3041,Farm Equipment Mechanics and Service Technicians,18.70828693,50.72153591,32.01324898,Secondary or below,2,1,0,0,1,0,1,0,32330,30300,35110,27950,34680,39310,27100,33640,37820
49,49_3042,"Mobile Heavy Equipment Mechanics, Except Engines",5.921668384,49.29067926,43.36901087,Secondary or below,2,1,0,0,1,0,1,0,113340,108540,123570,36790,46140,50810,35970,44830,49370
49,49_3051,Motorboat Mechanics and Service Technicians,8.183170884,51.54846054,43.36528966,Secondary or below,2,1,0,0,1,0,1,0,18550,16850,20260,30310,37360,40860,29050,35600,38780
49,49_3052,Motorcycle Mechanics,10.26682707,52.30460297,42.0377759,Secondary or below,2,1,0,0,1,0,1,0,13030,14750,16000,28690,33950,37040,27100,31980,34720
49,49_3091,Bicycle Repairers,0,38.3046476,38.3046476,Secondary or below,2,1,0,0,1,0,1,0,7000,9530,12560,20000,24490,28520,19230,23660,27630
49,49_3092,Recreational Vehicle Service Technicians,9.401747558,34.54196876,25.1402212,Secondary or below,2,1,0,0,1,0,1,0,12490,9540,13520,28530,34900,38040,27080,32570,36430
49,49_3093,Tire Repairers and Changers,7.795153807,36.72573361,28.9305798,Secondary or below,2,1,0,0,1,0,1,0,81560,94120,109350,21730,24920,27150,20160,23170,25040
49,49_9011,Mechanical Door Repairers,11.33893419,33.46676983,22.12783564,Secondary or below,2,1,0,0,1,0,1,0,10730,13240,19840,32080,37780,40420,29190,35780,38480
49,49_9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",8.267837859,50.27451082,42.00667296,Secondary or below,2,1,0,0,1,0,1,0,206870,224320,294730,36430,44860,48320,34900,42530,45910
49,49_9041,Industrial Machinery Mechanics,48.94154307,45.42833135,-3.513211721,Secondary or below,2,2,0,1,0,0,1,0,179640,275370,334490,39410,47100,51890,37980,45420,50040
49,49_9043,"Maintenance Workers, Machinery",9.207746214,37.86688643,28.65914022,Secondary or below,2,1,0,0,1,0,1,0,90500,69480,89630,33750,40310,46000,32520,38460,44550
49,49_9044,Millwrights,28.50901242,34.39734418,5.888331757,Secondary or below,2,1,0,0,1,0,1,0,67900,36670,39670,42630,49820,53950,41990,48360,52440
49,49_9051,Electrical Power-Line Installers and Repairers,20.70196678,36.95398028,16.2520135,Secondary or below,2,1,0,0,1,0,1,0,96040,105540,117670,47170,57510,67160,48530,58030,68010
49,49_9052,Telecommunications Line Installers and Repairers,24.65736039,55.52849818,30.87113779,Secondary or below,2,1,0,0,1,0,1,0,156160,156350,100080,39560,50080,54700,39640,50850,52590
49,49_9061,Camera and Photographic Equipment Repairers,24.71215844,58.42022593,33.70806749,Secondary or below,2,1,0,0,1,0,1,0,5220,2810,3760,32390,41220,43920,31390,37180,41060
49,49_9062,Medical Equipment Repairers,39.67503562,65.82914212,26.1541065,Secondary or below,3,2,0,1,0,1,0,0,21770,32980,43370,38250,46380,50910,36380,44490,48070
49,49_9063,Musical Instrument Repairers and Tuners,4.32296866,39.54550468,35.22253602,Secondary or below,2,1,0,0,1,0,1,0,4870,5650,7980,33210,34830,37690,29440,31760,35010
49,49_9071,"Maintenance and Repair Workers, General",23.09313959,31.92328407,8.830144475,Secondary or below,1,1,0,0,1,0,0,1,1212620,1217820,1332480,31010,36630,39360,29370,34730,36940
49,49_9092,Commercial Divers,5.163090719,29.7446194,24.58152868,Secondary or below,1,1,0,0,1,0,0,1,2930,3720,3370,45620,56400,53990,34710,51360,49090
49,49_9094,Locksmiths and Safe Repairers,12.17432896,51.87322516,39.6988962,Secondary or below,2,1,0,0,1,0,1,0,18970,15850,18640,30250,37550,42180,28430,35550,40420
49,49_9098,"Helpers--Installation, Maintenance, and Repair Workers",14.56713619,35.13880405,20.57166786,Secondary or below,2,1,0,0,1,0,1,0,148770,123220,118720,23560,26620,29370,21440,24260,27510
51,51_1011,First-Line Supervisors of Production and Operating Workers,28.22855531,47.88030995,19.65175465,Secondary or below,2,1,0,0,1,0,1,0,700490,555260,610480,45920,56170,61450,42930,53090,57780
51,51_2011,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",6.84976887,48.42193806,41.57216919,Secondary or below,2,1,0,0,1,0,1,0,25690,36320,42010,37810,45230,52530,38910,44820,50050
51,51_2022,Electrical and Electronic Equipment Assemblers,60.35777336,35.35223687,-25.00553649,Secondary or below,2,3,1,0,0,0,1,0,267030,180440,218530,24640,31110,33700,22940,29100,31310
51,51_2031,Engine and Other Machine Assemblers,20.87952753,37.19878127,16.31925374,Secondary or below,2,1,0,0,1,0,1,0,49280,33310,38150,31050,38990,43090,29170,36310,41210
51,51_2041,Structural Metal Fabricators and Fitters,4.314167144,22.94826519,18.63409805,Secondary or below,1,1,0,0,1,0,0,1,87020,79540,77270,29990,35900,40000,28620,34530,37730
51,51_3011,Bakers,4.409810492,30.29464459,25.8848341,Secondary or below,1,1,0,0,1,0,0,1,161820,140790,180450,22120,25350,27110,20580,23450,25090
51,51_3021,Butchers and Meat Cutters,8.258405075,29.09404323,20.83563815,Secondary or below,1,1,0,0,1,0,0,1,129840,125910,133880,27160,30190,31740,25500,28600,29870
51,51_3092,Food Batchmakers,0,36.08359904,36.08359904,Secondary or below,2,1,0,0,1,0,1,0,71930,97220,148540,23240,26820,30130,21920,24640,27810
51,51_3093,Food Cooking Machine Operators and Tenders,7.902368852,33.23297123,25.33060238,Secondary or below,2,1,0,0,1,0,1,0,34140,32220,36520,23160,25360,30330,21860,23380,28350
51,51_4011,"Computer-Controlled Machine Tool Operators, Metal and Plastic",40.01669855,55.83633033,15.81963178,Secondary or below,2,2,0,1,0,0,1,0,128400,123600,146190,30310,35890,39590,29050,34730,37880
51,51_4012,"Computer Numerically Controlled Machine Tool Programmers, Metal and Plastic",60.80461391,74.42131642,13.6167025,Secondary or below,3,3,1,0,0,1,0,0,18910,16360,25180,39100,48400,53560,37520,45900,50580
51,51_4021,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",7.705517504,41.35448996,33.64897246,Secondary or below,2,1,0,0,1,0,1,0,96270,76260,71960,26690,33900,35340,25870,31730,33870
51,51_4022,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",6.236413805,43.19520995,36.95879614,Secondary or below,2,1,0,0,1,0,1,0,44920,22110,19160,28910,34100,38710,26300,33550,36930
51,51_4031,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",5.664084588,33.59378288,27.92969829,Secondary or below,2,1,0,0,1,0,1,0,277410,182170,192800,25940,30690,34210,24570,29370,32370
51,51_4032,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",11.12415497,50.0378596,38.91370463,Secondary or below,2,1,0,0,1,0,1,0,51730,22390,12290,29400,33620,38880,27530,32370,36410
51,51_4033,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",3.226128575,42.46620314,39.24007456,Secondary or below,2,1,0,0,1,0,1,0,99580,70120,74600,28070,32310,34920,26120,30670,32890
51,51_4034,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",8.883441906,43.69987682,34.81643492,Secondary or below,2,1,0,0,1,0,1,0,72270,40970,33850,31450,35830,39630,30270,34650,38480
51,51_4035,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",6.299632857,40.48614738,34.18651452,Secondary or below,2,1,0,0,1,0,1,0,30340,20520,17560,30300,37540,41180,29210,36340,39840
51,51_4041,Machinists,36.09645958,41.03554548,4.939085893,Secondary or below,2,2,0,1,0,0,1,0,368320,352650,391120,33410,39780,43220,32570,38520,41700
51,51_4061,"Model Makers, Metal and Plastic",28.91353006,44.55925303,15.64572297,Secondary or below,2,1,0,0,1,0,1,0,8360,6000,6250,39360,44730,50360,38000,42740,48550
51,51_4071,Foundry Mold and Coremakers,4.562434784,19.98530451,15.42286972,Secondary or below,1,1,0,0,1,0,0,1,21960,10040,12810,27340,31940,36030,26100,30500,34790
51,51_4072,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",6.711341433,31.76414015,25.05279872,Secondary or below,1,1,0,0,1,0,0,1,147060,114760,145560,25200,30030,32660,23230,28160,30480
51,51_4081,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",8.279956958,37.8876279,29.60767094,Secondary or below,2,1,0,0,1,0,1,0,96560,69330,117300,31050,33250,36190,28690,31820,34340
51,51_4111,Tool and Die Makers,3.273268354,51.09092639,47.81765804,Secondary or below,2,1,0,0,1,0,1,0,105210,66530,72210,43630,48710,51610,42730,46930,51060
51,51_4121,"Welders, Cutters, Solderers, and Brazers",2.985572965,22.75737297,19.7718,Secondary or below,1,1,0,0,1,0,0,1,361970,314260,382730,30820,37370,42450,29160,35450,39390
51,51_4122,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",16.02326431,25.73455422,9.711289909,Secondary or below,1,1,0,0,1,0,0,1,56280,38530,46920,31620,35220,38380,28900,33810,36980
51,51_4191,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",9.34558522,40.62714494,31.28155972,Secondary or below,2,1,0,0,1,0,1,0,28410,18300,19780,29860,34150,39010,28200,32990,37180
51,51_4193,"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic",7.539320769,29.01192111,21.47260034,Secondary or below,1,1,0,0,1,0,0,1,41580,30580,35570,26780,30940,33690,25420,28980,31280
51,51_4194,"Tool Grinders, Filers, and Sharpeners",9.258200998,36.95743196,27.69923097,Secondary or below,2,1,0,0,1,0,1,0,22700,11930,9550,31080,35660,38860,29400,34440,36650
51,51_5111,Prepress Technicians and Workers,22.37836163,72.86675502,50.48839338,Secondary or below,3,1,0,0,1,1,0,0,89370,48070,33340,33040,37970,40640,31150,36280,38930
51,51_5112,Printing Press Operators,10.81545622,30.69661661,19.88116039,Secondary or below,1,1,0,0,1,0,0,1,238670,191130,169910,31012.37273,35370,37460,29555,33680,35530
51,51_5113,Print Binding and Finishing Workers,4.076548639,36.36568404,32.2891354,Secondary or below,2,1,0,0,1,0,1,0,144990,54230,52730,26940.10759,30800,33270,26546.66667,28920,31410
51,51_6011,Laundry and Dry-Cleaning Workers,1.595042082,27.69924462,26.10420254,Secondary or below,1,1,0,0,1,0,0,1,213840,204820,207710,17750,21230,23210,16780,19540,21510
51,51_6092,Fabric and Apparel Patternmakers,4.225771274,51.1648395,46.93906823,Secondary or below,2,1,0,0,1,0,1,0,10800,6060,5310,31890,44190,48460,26360,38970,39650
51,51_6093,Upholsterers,3.838247368,23.03541101,19.19716364,Secondary or below,1,1,0,0,1,0,0,1,40380,30210,32520,26580,31620,34640,24670,29960,33050
51,51_7011,Cabinetmakers and Bench Carpenters,5.428101483,21.95276771,16.52466623,Secondary or below,1,1,0,0,1,0,0,1,125220,84170,97980,25630,31790,34800,24000,30130,33050
51,51_7041,"Sawing Machine Setters, Operators, and Tenders, Wood",5.086055965,19.0434164,13.95736043,Secondary or below,1,1,0,0,1,0,0,1,53520,37050,50640,23130,27310,29960,22080,26180,28380
51,51_7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",7.031501069,21.75903666,14.7275356,Secondary or below,1,1,0,0,1,0,0,1,89860,61130,76130,23160,27650,29850,22030,26520,28510
51,51_8011,Nuclear Power Reactor Operators,30.15664471,52.4755942,22.31894949,Secondary or below,2,1,0,0,1,0,1,0,3400,5080,7170,61910,77310,91370,61060,75650,91170
51,51_8012,Power Distributors and Dispatchers,31.01138593,58.52884109,27.51745516,Secondary or below,2,1,0,0,1,0,1,0,11670,10100,11380,54240,69130,81500,54120,68900,81900
51,51_8013,Power Plant Operators,23.00155463,51.17034523,28.1687906,Secondary or below,2,1,0,0,1,0,1,0,34390,39930,35010,49110,62270,73800,49920,63080,74690
